mean,variance,skewness,kurtosis,psd,HHT_Component_1,frequency
425.9063608944117,4637.904895540771,-0.009723839503570105,-0.8266062409669632,6410.837739065976,0.003949706924423981,0
551.6597942521628,2304.352609167376,-0.4518094534308383,-0.0032698029190330047,3887.9769739310454,0.0021504629063573977,0
635.5787991522566,2900.1973149065448,0.9705880074287044,0.9217834641560807,2905.458353029476,0.0006410039189849134,0
552.3351490236594,22790.48604072484,0.37730648414717904,-1.2234003951548718,16129.607092011913,0.0010054276445358883,0
501.1697172733177,3458.24723246359,-0.9366773297472485,0.13657883601849719,2900.989625895524,0.0019209289147140247,0
574.0130499240577,10902.32691364507,-0.30452272149076415,-0.9930116057297811,26121.421159390782,0.002481154194417442,0
511.1160035642554,17186.01370993279,0.1989584111404109,-1.5348934367364397,21346.13258196078,0.00150226383495862,0
303.8829343764844,3279.3060723874396,-0.038448314924717696,-0.9389659048642813,7017.202050947151,0.0008119975738598356,0
360.1601633338852,3180.9619088507234,-0.45537730500327783,-0.5300663408418118,9438.10823868296,0.0007261773981302363,0
420.5650525507924,3982.7658732683517,0.07104693670044021,-1.0032990235464323,9604.390864667852,0.0015118728060778902,0
453.2348540597271,4574.9443407599665,0.3220069456767573,-0.5254510967509076,12861.692721113901,0.0025484340118608786,0
305.7518265091289,10323.928962344928,0.09413991459000633,-0.24255314751884605,20248.478143475688,0.0013980262185344342,0
473.39330742531905,16179.310945328787,0.18846712266384172,-1.4482957877733964,40221.65455018081,0.001071336545921467,0
515.0224220982916,13328.069938782737,0.760919641376818,-0.7913345625169463,18821.207096780454,0.0021297935543170407,0
387.31273841406085,9766.640228303384,0.8392368954397402,0.9055779488028848,3973.9939718850683,0.0028532986089388505,0
356.18126534809153,6383.498300103426,0.4891763068351448,-0.9964219744837548,8164.457185861772,0.0038387237559092987,0
440.7297949542092,3072.989590520252,-0.5395002534834308,-0.22026949324401057,2957.781302672642,0.003209851688483639,0
479.5248147197688,3507.74142511208,0.4325189280744974,-0.7762707881218942,3454.8262978491307,0.001599528004100933,0
424.91626663449864,1665.8171478038814,-0.14955796108566727,-0.825023203490332,3516.8366667496803,0.001985055351884852,0
441.60370572158126,4949.93198902627,-0.19701680602639943,-0.9349635237727587,13172.712653246064,0.0025674284412204075,0
396.02469647132534,5932.639174688595,0.3554495860209305,-1.1401772096679577,8458.528596129168,0.003374513107175016,0
404.6000512534199,1698.345472597711,0.8212064270928182,0.4784634343938259,2323.5763958677076,0.0028832353236028477,0
626.4774669415576,14678.490459195535,-0.8612314864957131,-0.7668277293781869,14933.780649055901,0.001441306053639062,0
513.9361954025052,5174.187910022137,-0.1396543303494316,-0.9814209114547636,8140.143736251392,0.0012800984330536293,0
351.0130964932135,6349.3015014327,0.5386183617061526,-0.38913444445729306,9568.25507352071,0.00221388025542324,0
484.7729405624863,7394.4998666811225,0.1732040024399074,-1.1234882151468644,5778.614391384547,0.00403769105964443,0
