mean,variance,skewness,kurtosis,frequency
0.5225274350760003,0.02765640624098877,0.5398301088974164,0.07871356000471964,0
0.6952582191625202,0.012871242565949497,0.4597474350419333,0.14321677931790505,0
0.8104787221957149,0.016647930116533368,0.7173024665000746,0.21561909747108315,0
0.6961852180037716,0.14245507778620084,0.6098652128319656,0.04767177401094706,0
0.6259059823234044,0.020160546824464123,0.37198849059139,0.15411925432596515,0
0.7259218867152887,0.06726713608143103,0.48636591326979717,0.06573552491456183,0
0.6395246858882603,0.10701098449992447,0.5775652453699367,0.023287824117071296,0
0.35490423284029715,0.01903885722169104,0.5346072404442974,0.0699113963989121,0
0.4322450185172562,0.018419346355231455,0.4590631761858408,0.10194798459477371,0
0.5151614295776248,0.023483167860142328,0.5544327566671615,0.06491347755949536,0
0.5600390793629155,0.02723881487758333,0.599817836442019,0.1023141963096566,0
0.357544361893077,0.06359658057992915,0.5585601406079714,0.12445655652942827,0
0.5877627064730875,0.10066120173632792,0.5756840104485879,0.03006143380779712,0
0.6449230909049599,0.08264283373004423,0.6793504973948061,0.08148211783218258,0
0.4695521777656601,0.060079546363875316,0.6935103783801818,0.21434384384801922,0
0.426769363597119,0.03866703720845765,0.6301266036663036,0.0654594947489564,0
0.5428896007997637,0.017734288065974713,0.44393569696164137,0.12617919654308615,0
0.5961829459477882,0.02050450869603659,0.6198094205117548,0.0826524334418243,0
0.5211778338218254,0.008842611760163854,0.5144697949403729,0.07885930267192723,0
0.5440756140231295,0.029628891293514432,0.5059136475324705,0.07021004322286356,0
0.48145775111898753,0.03585178316098125,0.6059285667841706,0.05418146109777065,0
0.493249721673142,0.009031893971312197,0.6901062666511508,0.18085148042556817,0
0.7979551496148864,0.0911289998915334,0.3855756170548819,0.08343318788372511,0
0.6434371662917774,0.031041726972613017,0.5162292960666887,0.0666010998463251,0
0.41966237248085786,0.038448048376156,0.6389991474727692,0.11293402960971975,0
0.6033535546315861,0.04505170698958524,0.5729040492313094,0.05550412471561281,0
0.22714198077840636,0.040384412748405284,0.4428811112593267,0.08745267827286768,0
0.5388816940449412,0.017829593900680573,0.36088284242322577,0.1971656695080357,0
0.7282802808261195,0.046217408028705616,0.6089842202853979,0.11223198117746241,0
0.9999999999999999,0.04550896499682582,0.33877748306491184,0.17819830643838527,0
0.6486401744938995,0.0594058912171545,0.5074526020324592,0.09579024300200872,0
0.31458432735782604,0.10879544283263394,0.7225465368338044,0.17378620689930546,0
0.5450662304319178,0.0011097435957957015,0.5861911025857914,0.11543090149343548,0
0.568863744802672,0.01617614296018246,0.4998503723828702,0.1496977296751598,0
0.5924476859109808,0.0008803463510507223,0.5297532908644307,0.11920073542561119,0
0.485688319360189,0.006334114217867491,0.5918874411219166,0.08520420852236729,0
0.5590393747301934,0.0017795862477413902,0.5678349721294764,0.10307758393765554,0
0.5460023174971032,0.053341945317036246,0.25389960546496015,0.24637899558478843,0
0.49045963692545375,0.02208283704155486,0.39120392545873106,0.1700671558566629,0
0.5793015699906846,0.005837045247854569,0.4227452205138884,0.1105114274453781,0
0.49878899416081607,0.015246337967119165,0.30098321797080124,0.22541646868193108,0
0.5969009156385613,0.0005356938202099773,0.4872414426782198,0.12506555929176244,0
0.5710085656510576,0.003687610788155303,0.5545619944857014,0.07708930522797641,0
0.6071342557880626,0.003947769447518868,0.4829526929240248,0.13041556478053984,0
0.5404176038897598,0.008008880147753179,0.5536151798842537,0.03341135941661871,0
0.4848294821984413,0.003656011267030592,0.3397772134366722,0.3341829574448285,0
0.5267852679890033,0.027950907593568268,0.2448449236623519,0.28337886907333826,0
0.5270397382591507,0.0008449481691915792,0.5782405700656906,0.15800829354643625,0
0.42147547315565853,0.008556506210417631,0.5467343947817215,0.09569254555889212,0
0.48881012428146225,0.033228807332955655,0.4506816985517704,0.0774816654397327,0
0.558607684093336,0.014273874701539187,0.48679430061061396,0.09264666864480503,0
0.531947379183423,0.013308302665209855,0.49633499576693807,0.09243999258349953,0
0.5052280008179402,0.003817471136790777,0.5733191436241317,0.11133362804189371,0
0.5060050439642833,0.02371179373546196,0.4993593592389224,0.06611131022041103,0
0.5786108649717129,0.030645370444580426,0.5136857189076556,0.058746217747126656,0
0.5696180673891804,0.012061699321842931,0.49074648574122487,0.10800065853792987,0
0.5243814327585031,0.010379407326225673,0.5113026384050365,0.09640976646061764,0
0.5758980301274623,0.011141963633431262,0.6059463708428467,0.1098007234542685,0
0.685856451502965,0.016125349089929745,0.5170141141013661,0.08864648130743916,0
0.5987640015449981,0.018274867318568946,0.6306621858684214,0.09603239645896013,0
0.4175311839683729,0.027600223073391914,0.5627209331072447,0.06662269899955636,0
0.5224501851725627,0.00886747132275435,0.6619813367047902,0.15570402776755732,0
0.5542816895008293,0.020121392179170583,0.5127697417858138,0.0862021766853072,0
0.5500738418194624,0.03458734850384345,0.534615383490726,0.04797003670569781,0
0.5937609342694204,0.011822375909581044,0.24857079110364144,0.5718500505528483,0
0.5870311044464136,0.042004325038475274,0.25834594812596623,0.3146297085324212,0
0.5581350964487765,0.021543614984823198,0.24322789649213888,0.3376843456388732,0
0.541303705723309,0.026412090589136746,0.39534641731470666,0.17317869808411523,0
0.5118124190580056,0.028618761619542306,0.15433890665127048,0.4681748557785089,0
0.5172698975302752,0.02663992521294238,0.18241223265470535,0.43906770447815757,0
0.49385408856474217,0.028045576853848397,0.32075461680992745,0.2819852697429216,0
0.505409765296617,0.02112160423631428,0.2481967440563771,0.36285721440402496,0
0.5815918024220117,0.01889158016339904,0.47045064701016426,0.062271097088257996,0
0.5040101788108059,0.04296216481930054,0.28863026794419977,0.30688027121244754,0
0.5218639947288302,0.05245349680630767,0.21951710881733777,0.3190644190821682,0
0.5232908458864426,0.054475526355319624,0.25964350097958194,0.31098765435453113,0
0.528539295208234,0.0170194591296778,0.2793660564267144,0.32522134263449665,0
0.5003885215731716,0.03975955735405992,0.23012824206230836,0.3377199444420643,0
0.5024061072864835,0.06254481190331365,0.4031598142552699,0.15923776857373978,0
0.4602322041215095,0.01659102264305667,0.6576150280369253,0.0962862900305774,0
0.6842478358666757,0.22552701961425933,0.4461867829599091,0.14451095385693558,0
0.36252016449685315,0.029514717495716263,0.40691536363936015,0.18729152354444664,0
0.4002362938222797,0.03501618485680692,0.36987255414897635,0.20937464701036396,0
0.3797559811873764,0.03176428774730724,0.40082662048433676,0.12498412457295233,0
0.4283870674573421,0.17906293520686356,0.4144554992434587,0.060487673457928645,0
0.12321814009497194,0.2111227816723739,0.728297297459832,0.10701612661294099,0
0.6966396292004635,0.13334105883170796,0.555565875414705,0.034382018566758585,0
0.6863381273714584,0.026320316049735445,0.6478460029409978,0.12571141914667627,0
0.5388816940449412,0.03382780690522651,0.5929968802187919,0.10544087703502407,0
0.8073523731624747,0.0992755569685084,0.5771412268395064,0.05456945090690429,0
0.5531411173971327,0.011238590028123049,0.5256052449112446,0.10972169009438922,0
0.6466998386840251,0.01795559371774631,0.47360871747290956,0.144125418709523,0
0.6530297866539432,0.039931268873641394,0.5892878823243589,0.09088936138833026,0
0.7314520709790289,0.02357527754482117,0.48883033541728127,0.1623929850979311,0
0.5417353963601663,0.09187675419229319,0.6867520910940998,0.14020882868909806,0
0.540631177152205,0.17806053055854507,0.5289610315545625,0.042690394960093164,0
0.5244132415422716,0.0028209182876897986,0.5078671649824188,0.12077410419798049,0
0.4484538659032558,0.06749222169365088,0.3567484378273481,0.19930192052551673,0
0.6080794310771818,0.0012837364112551735,0.5482833125226896,0.13545050649502724,0
